type,type2,type3,region_2024,unit,election,list,lists_national,listmin,listmax,candidates,ifp_candidates,ifp_seats,dm,as,as2,enpv,enps,enpv_national,enps_national,sp,spm,logmag,polarization_district,polarization_national,dif,dif2,ethnic_frac,ethnic_number,ethnic_presence,av_id,Rae,LH,Lijphart_1,Lijphart_2,Gallagher,Cox_Shugart,Mainwaring_Jones,Chhibber_Kollman,votes,subunits,percent_ind
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2012,13,Vitacura,2012,3,9,4.234217637,80.20449521,3,0,0,1,1,345,1.49,1,3.2,4.87,1,1,0,1.673230912,2.645045784,1.51,0.49,0.055418961,1.651554007,2.826056404,5.962770204,0.13,0.2,0.2,0.26,0.44,0.7,119.124,2.292,32568,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2012,7,Yerbas Buenas,2012,3,9,10.45187582,49.51456311,3,1,1,1,1,345,2.4,1,3.2,4.87,1,1,0,1.477504241,2.645045784,0.6,1.4,0.075433216,0.737572828,3.910181959,4.998525503,0.34,0.5,0.5,0.42,0.71,0.24,119.124,2.292,8343,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2012,8,Yumbel,2012,4,9,2.277763006,47.72666844,4,1,0,1,1,345,2.36,1,3.2,4.87,1,1,0,0.537115667,2.645045784,1.64,1.36,0.092387879,0.726900185,4.835361827,4.922043782,0.26,0.52,0.52,0.44,0.72,0.3,119.124,2.292,11283,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2012,16,Yungay,2012,3,9,2.691298894,61.8314517,3,1,0,1,1,345,1.97,1,3.2,4.87,1,1,0,2.084963913,2.645045784,1.03,0.97,0.098155251,1.13595813,5.144206443,5.209763436,0.25,0.38,0.38,0.39,0.62,0.43,119.124,2.292,8769,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2012,5,Zapallar,2012,2,9,36.54356746,63.45643254,2,1,0,1,1,345,1.86,1,3.2,4.87,1,1,0,0,2.645045784,0.14,0.86,0.13479142,1.502032161,7.099059817,5.009913697,0.37,0.37,0.37,0.39,0.6,0.27,119.124,2.292,4143,1,50
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,11,Aisen,2008,5,6,2.197802198,47.86813187,5,2,0,1,1,345,2.35,1,3.07,4.36,1,1,0,2.369384583,3.02544627,2.65,1.35,0.455485545,8.321030734,33.73262657,5.048534828,0.21,0.52,0.52,0.44,0.72,0.35,110.631,1.601,9100,1,40
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Algarrobo,2008,5,6,1.206030151,41.39028476,5,1,0,1,1,345,2.94,1,3.07,4.36,1,1,0,2.433309563,3.02544627,2.06,1.94,0.149587253,2.046273689,8.055294203,5.006375429,0.23,0.59,0.59,0.4,0.77,0.27,110.631,1.601,5970,1,20
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Alhue,2008,4,6,1.240875912,46.20437956,4,2,1,1,1,345,2.38,1,3.07,4.36,1,1,0,2.977724899,3.02544627,1.62,1.38,0.093501536,0.811724915,4.857231533,5.000327938,0.27,0.54,0.54,0.45,0.73,0.28,110.631,1.601,2740,1,50
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Alto Biobio,2008,5,6,6.666666667,40.63926941,5,2,0,1,1,345,3.61,1,3.07,4.36,1,1,0,2.485241445,3.02544627,1.39,2.61,0.28211077,,84.18031403,5.001308486,0.24,0.59,0.59,0.33,0.77,0.26,110.631,1.601,2190,1,40
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,3,Alto Del Carmen,2008,5,6,2.696002479,46.79268671,5,2,0,1,1,345,2.48,1,3.07,4.36,1,1,0,2.583836961,3.02544627,2.52,1.48,0.531811986,5.433884298,51.38705416,5.019615234,0.21,0.53,0.53,0.43,0.73,0.33,110.631,1.601,3227,1,40
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,1,Alto Hospicio,2008,3,6,3.493479753,65.35346603,3,0,0,1,1,345,1.9,1,3.07,4.36,1,1,0,2.208544937,3.02544627,1.1,0.9,0.466571708,,29.6,6.501321208,0.23,0.35,0.35,0.36,0.59,0.48,110.631,1.601,14570,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Ancud,2008,5,6,1.861520999,50.48808173,5,2,0,1,1,345,2.39,1,3.07,4.36,1,1,0,2.71868459,3.02544627,2.61,1.39,0.410611663,8.383818155,28.01159242,5.077148521,0.2,0.5,0.5,0.42,0.7,0.38,110.631,1.601,17620,1,40
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,4,Andacollo,2008,3,6,7.627789207,58.2687134,3,1,1,1,1,345,2.17,1,3.07,4.36,1,1,0,1.344363035,3.02544627,0.83,1.17,0.120221249,0.515163297,6.265845708,4.99908355,0.28,0.42,0.42,0.39,0.65,0.37,110.631,1.601,6319,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Angol,2008,4,6,2.055558033,40.19262496,4,1,0,1,1,345,3.04,1,3.07,4.36,1,1,0,2.522431162,3.02544627,0.96,2.04,0.225018399,4.939178708,12.81401374,5.007085419,0.3,0.6,0.6,0.39,0.77,0.2,110.631,1.601,22427,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,2,Antofagasta,2008,4,6,6.172322609,51.41912737,4,1,1,1,1,345,2.65,1,3.07,4.36,1,1,0,2.433620182,3.02544627,1.35,1.65,0.148315771,1.80966976,7.785604342,4.998632045,0.24,0.49,0.49,0.37,0.7,0.35,110.631,1.601,90760,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Antuco,2008,2,6,38.99957609,61.00042391,2,0,0,1,1,345,1.91,1,3.07,4.36,1,1,0,2.141091606,3.02544627,0.09,0.91,0.128680431,3.735926305,6.874539651,5.322488343,0.39,0.39,0.39,0.41,0.62,0.22,110.631,1.601,2359,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Arauco,2008,5,6,2.283881945,40.00392644,5,2,0,1,1,345,3.28,1,3.07,4.36,1,1,0,2.550873694,3.02544627,1.72,2.28,0.279964131,4.748659421,16.66712635,5.006129381,0.24,0.6,0.6,0.37,0.77,0.25,110.631,1.601,15281,1,40
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,15,Arica,2008,4,6,3.559243176,44.55179901,4,1,1,1,1,345,2.81,1,3.07,4.36,1,1,0,2.784016925,3.02544627,1.19,1.81,0.500267255,14.54816286,34.27973835,5.003887302,0.28,0.55,0.55,0.39,0.74,0.26,110.631,1.601,64480,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Buin,2008,3,6,7.151735026,53.72703148,3,0,0,1,1,345,2.24,1,3.07,4.36,1,1,0,2.96419858,3.02544627,0.76,1.24,0.150740997,1.977325407,8.14478233,6.006046559,0.31,0.46,0.46,0.41,0.68,0.31,110.631,1.601,29769,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Bulnes,2008,4,6,3.346938776,34.7755102,4,1,0,1,1,345,3.19,1,3.07,4.36,1,1,0,2.734422931,3.02544627,0.81,2.19,0.081129882,0.757465404,4.219978598,5.002578177,0.33,0.65,0.65,0.41,0.81,0.13,110.631,1.601,11025,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Cabildo,2008,3,6,11.08500641,48.03502777,3,0,0,1,1,345,2.44,1,3.07,4.36,1,1,0,3.113177408,3.02544627,0.56,1.44,0.092728103,0.634383591,4.796781514,5.533586074,0.35,0.52,0.52,0.43,0.72,0.22,110.631,1.601,9364,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,12,Cabo De Hornos,2008,5,6,4.724409449,34.64566929,5,3,0,1,1,345,3.76,1,3.07,4.36,1,1,0,1.545675373,3.02544627,1.24,2.76,0.347532137,7.957559682,20.7464857,4.99864308,0.26,0.65,0.65,0.35,0.81,0.18,110.631,1.601,889,1,60
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Cabrero,2008,3,6,7.778974401,69.48885759,3,0,0,1,1,345,1.85,1,3.07,4.36,1,1,0,2.079972347,3.02544627,1.15,0.85,0.113397259,1.491179495,5.998670073,4.700107696,0.2,0.31,0.31,0.33,0.55,0.54,110.631,1.601,12071,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,2,Calama,2008,5,6,1.875649146,43.33136468,5,1,0,1,1,345,2.88,1,3.07,4.36,1,1,0,1.900798572,3.02544627,2.12,1.88,0.406050481,10.02153148,23.96896175,4.844083604,0.23,0.57,0.57,0.39,0.75,0.29,110.631,1.601,49103,1,20
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Calbuco,2008,3,6,10.93340325,51.87030239,3,0,0,1,1,345,2.38,1,3.07,4.36,1,1,0,2.97999752,3.02544627,0.62,1.38,0.425615921,8.667524944,29.86905988,5.269183709,0.32,0.48,0.48,0.4,0.69,0.28,110.631,1.601,11442,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,3,Caldera,2008,2,6,45.73619152,54.26380848,2,0,0,1,1,345,1.99,1,3.07,4.36,1,1,0,2.233637944,3.02544627,0.01,0.99,0.314184511,2.672200379,17.71600045,5.372085746,0.46,0.46,0.46,0.46,0.68,0.09,110.631,1.601,6391,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Calera,2008,2,6,46.03915933,53.96084067,2,0,0,1,1,345,1.99,1,3.07,4.36,1,1,0,2.235880567,3.02544627,0.01,0.99,0.110954548,0.64440539,5.789848479,5.150978983,0.46,0.46,0.46,0.46,0.68,0.08,110.631,1.601,22268,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Calera De Tango,2008,2,6,44.94949495,55.05050505,2,0,0,1,1,345,1.98,1,3.07,4.36,1,1,0,2.227043159,3.02544627,0.02,0.98,0.112913697,1.288730463,5.962507876,5.123737374,0.45,0.45,0.45,0.45,0.67,0.1,110.631,1.601,9504,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Calle Larga,2008,4,6,3.156384505,46.2517934,4,0,0,1,1,345,2.38,1,3.07,4.36,1,1,0,2.717652121,3.02544627,1.62,1.38,0.109210164,0.731261426,5.724110032,5.563351865,0.27,0.54,0.54,0.45,0.73,0.28,110.631,1.601,5576,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,15,Camarones,2008,5,6,8.669064748,30.4676259,5,1,0,1,1,345,4.42,1,3.07,4.36,1,1,0,2.151565632,3.02544627,0.58,3.42,0.516850209,61.55737705,70.75697211,4.995803808,0.28,0.7,0.7,0.31,0.83,0.13,110.631,1.601,2780,1,20
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,1,Camiña,2008,2,6,27.10176991,72.89823009,2,0,0,1,1,345,1.65,1,3.07,4.36,1,1,0,1.778103953,3.02544627,0.35,0.65,0.3900352,75.1372549,85.68,5.890210177,0.27,0.27,0.27,0.33,0.52,0.46,110.631,1.601,1808,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,4,Canela,2008,4,6,1.800890328,49.7369486,4,2,1,1,1,345,2.18,1,3.07,4.36,1,1,0,1.264708574,3.02544627,1.82,1.18,0.08891464,0.202580232,4.585945233,4.990490558,0.25,0.5,0.5,0.46,0.71,0.33,110.631,1.601,4942,1,50
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Cañete,2008,2,6,28.73102704,71.26897296,2,0,0,1,1,345,1.69,1,3.07,4.36,1,1,0,5.119076973,3.02544627,0.31,0.69,0.464132839,20.58522546,35.52132496,5.563448648,0.29,0.29,0.29,0.34,0.54,0.43,110.631,1.601,12979,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Carahue,2008,3,6,15.03772003,48.91869237,3,1,0,1,1,345,2.55,1,3.07,4.36,1,1,0,2.198330799,3.02544627,0.45,1.55,0.489920571,29.1134807,40.9163168,5.029525459,0.34,0.51,0.51,0.4,0.71,0.23,110.631,1.601,11930,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Cartagena,2008,5,6,6.721757533,42.20497833,5,3,1,1,1,345,3.28,1,3.07,4.36,1,1,0,1.570328423,3.02544627,1.72,2.28,0.164394557,1.528888889,8.932184009,4.999730313,0.23,0.58,0.58,0.35,0.76,0.28,110.631,1.601,9923,1,60
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Casablanca,2008,2,6,49.24127466,50.75872534,2,0,0,1,1,345,2,1,3.07,4.36,1,1,0,2.249481902,3.02544627,0,1,0.117588001,1.088049739,6.230691927,5.604135053,0.49,0.49,0.49,0.49,0.7,0.02,110.631,1.601,10544,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Castro,2008,4,6,3.969252271,62.87910552,4,0,0,1,1,345,2.09,1,3.07,4.36,1,1,0,2.233407434,3.02544627,1.91,1.09,0.413859129,6.894274247,28.40870181,4.876694619,0.19,0.37,0.37,0.36,0.61,0.51,110.631,1.601,14310,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Catemu,2008,3,6,20.2293578,41.34556575,3,0,0,1,1,345,2.78,1,3.07,4.36,1,1,0,3.831747328,3.02544627,0.22,1.78,0.105765227,0.52014531,5.52221746,4.725114679,0.39,0.59,0.59,0.42,0.77,0.12,110.631,1.601,6540,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,7,Cauquenes,2008,3,6,2.565710152,55.1048951,3,0,0,1,1,345,2.07,1,3.07,4.36,1,1,0,2.496201127,3.02544627,0.93,1.07,0.053945092,0.591988743,2.766993892,5.432131661,0.3,0.45,0.45,0.43,0.67,0.33,110.631,1.601,20735,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Cerrillos,2008,3,6,7.985572816,65.51713228,3,0,0,1,1,345,1.98,1,3.07,4.36,1,1,0,2.955042105,3.02544627,1.02,0.98,0.199048742,3.215308875,11.08224466,5.411973613,0.23,0.34,0.34,0.35,0.59,0.48,110.631,1.601,31607,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Cerro Navia,2008,3,6,8.532799383,52.11345225,3,1,0,1,1,345,2.31,1,3.07,4.36,1,1,0,2.206214236,3.02544627,0.69,1.31,0.267868759,6.641404607,15.69422871,5.016559019,0.32,0.48,0.48,0.42,0.69,0.28,110.631,1.601,54437,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Chaiten,2008,4,6,1.128205128,50.7008547,4,0,0,1,1,345,2.16,1,3.07,4.36,1,1,0,2.474082723,3.02544627,1.84,1.16,0.39206844,6.474519632,26.36560836,5.47042735,0.25,0.49,0.49,0.46,0.7,0.34,110.631,1.601,2925,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,3,Chañaral,2008,4,6,2.422983731,61.40533056,4,0,0,1,1,345,2.16,1,3.07,4.36,1,1,0,0.681552057,3.02544627,1.84,1.16,0.19874669,1.52846489,10.63098453,3.631879543,0.19,0.39,0.39,0.36,0.62,0.49,110.631,1.601,5778,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,7,Chanco,2008,3,6,14.82342007,49.19454771,3,0,0,1,1,345,2.54,1,3.07,4.36,1,1,0,2.813215812,3.02544627,0.46,1.54,0.055434892,0.824785873,2.844982079,5.171584572,0.34,0.51,0.51,0.4,0.71,0.24,110.631,1.601,6456,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,6,Chepica,2008,2,6,37.2885667,62.7114333,2,0,0,1,1,345,1.88,1,3.07,4.36,1,1,0,2.104577517,3.02544627,0.12,0.88,0.06014767,0.339178754,3.092372149,6.415235915,0.37,0.37,0.37,0.4,0.61,0.25,110.631,1.601,7863,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Chiguayante,2008,3,6,6.316920455,58.37501389,3,0,0,1,1,345,2.13,1,3.07,4.36,1,1,0,2.560093674,3.02544627,0.87,1.13,0.160580844,2.424294605,8.753985431,4.610425697,0.28,0.42,0.42,0.39,0.65,0.38,110.631,1.601,26991,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,11,Chile Chico,2008,4,6,1.591511936,55.21030693,4,1,0,1,1,345,2.5,1,3.07,4.36,1,1,0,2.021317759,3.02544627,1.5,1.5,0.375144397,10.80108011,24.19321686,4.997628291,0.22,0.45,0.45,0.36,0.67,0.4,110.631,1.601,2639,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Chillan,2008,3,6,7.47124742,64.02978472,3,0,0,1,1,345,2.01,1,3.07,4.36,1,1,0,2.923429545,3.02544627,0.99,1.01,0.099143961,1.056479349,5.197061801,5.842716013,0.24,0.36,0.36,0.36,0.6,0.46,110.631,1.601,67820,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Chillan Viejo,2008,4,6,3.743207889,56.21855504,4,1,1,1,1,345,2.32,1,3.07,4.36,1,1,0,1.378752146,3.02544627,1.68,1.32,0.112355808,1.118456801,5.937166338,4.999259288,0.22,0.44,0.44,0.38,0.66,0.42,110.631,1.601,9938,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,6,Chimbarongo,2008,3,6,10.54344289,65.05694761,3,0,0,1,1,345,2.02,1,3.07,4.36,1,1,0,1.487745451,3.02544627,0.98,1.02,0.092163353,0.789082807,4.822170118,3.77116824,0.23,0.35,0.35,0.35,0.59,0.48,110.631,1.601,15365,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Cholchol,2008,4,6,2.145214521,36.59699303,4,0,0,1,1,345,3.05,1,3.07,4.36,1,1,0,2.988436003,3.02544627,0.95,2.05,0.384061883,,75.29928516,5.168316832,0.32,0.63,0.63,0.42,0.8,0.15,110.631,1.601,5454,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Chonchi,2008,2,6,48.75263528,51.24736472,2,0,0,1,1,345,2,1,3.07,4.36,1,1,0,2.248599673,3.02544627,0,1,0.487855563,9.982500795,38.88814107,5.346934294,0.49,0.49,0.49,0.49,0.7,0.02,110.631,1.601,5692,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,11,Cisnes,2008,2,6,44.69147005,55.30852995,2,0,0,1,1,345,1.98,1,3.07,4.36,1,1,0,2.224637559,3.02544627,0.02,0.98,0.437927043,8.189580066,31.24136873,4.979015426,0.45,0.45,0.45,0.45,0.67,0.11,110.631,1.601,2204,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Cobquecura,2008,2,6,43.36692999,56.63307001,2,0,0,1,1,345,1.97,1,3.07,4.36,1,1,0,2.210402144,3.02544627,0.03,0.97,0.111879773,1.811148233,5.925778132,5.3010079,0.43,0.43,0.43,0.44,0.66,0.13,110.631,1.601,3671,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,10,Cochamo,2008,7,6,0.80075365,47.95101272,7,3,0,1,1,345,3.12,1,3.07,4.36,1,1,0,0.998004082,3.02544627,3.88,2.12,0.265467348,3.369241348,15.5356699,4.983293139,0.15,0.52,0.52,0.33,0.72,0.39,110.631,1.601,2123,1,42.85714286
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,11,Cochrane,2008,3,6,10.70211316,63.12201772,3,1,0,1,1,345,2.09,1,3.07,4.36,1,1,0,1.864842375,3.02544627,0.91,1.09,0.310102544,9.033833275,18.93982808,5.058234716,0.25,0.37,0.37,0.35,0.61,0.45,110.631,1.601,1467,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,6,Codegua,2008,4,6,5.907534247,54.07534247,4,0,0,1,1,345,2.64,1,3.07,4.36,1,1,0,1.913174347,3.02544627,1.36,1.64,0.117145245,1.759911078,6.205728365,4.425085616,0.23,0.46,0.46,0.35,0.68,0.39,110.631,1.601,5840,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Coelemu,2008,2,6,39.41189879,60.58810121,2,0,0,1,1,345,1.91,1,3.07,4.36,1,1,0,2.149102902,3.02544627,0.09,0.91,0.108293008,1.100609377,5.720537668,5.916172783,0.39,0.39,0.39,0.41,0.63,0.21,110.631,1.601,8774,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,16,Coihueco,2008,4,6,4.091231807,45.8998935,4,1,0,1,1,345,2.48,1,3.07,4.36,1,1,0,2.65018854,3.02544627,1.52,1.48,0.091259549,0.954077089,4.772887913,5.003518611,0.27,0.54,0.54,0.44,0.74,0.28,110.631,1.601,11268,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,6,Coinco,2008,3,6,6.806550665,53.19856704,3,0,0,1,1,345,2.23,1,3.07,4.36,1,1,0,2.521484091,3.02544627,0.77,1.23,0.111386636,1.331245106,5.883951624,5.361885875,0.31,0.47,0.47,0.42,0.68,0.3,110.631,1.601,3908,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,7,Colbun,2008,9,6,1.254539452,21.41520854,9,5,1,1,1,345,6.62,1,3.07,4.36,1,1,0,3.049948383,3.02544627,2.38,5.62,0.08751837,0.544866337,4.565374428,4.998886041,0.17,0.79,0.79,0.24,0.89,0.12,110.631,1.601,9087,1,55.55555556
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,1,Colchane,2008,3,6,2.033405955,57.95206972,3,0,0,1,1,345,2.01,1,3.07,4.36,1,1,0,2.414178571,3.02544627,0.99,1.01,0.453006446,78.10794421,81.19212963,5.408133624,0.28,0.42,0.42,0.42,0.65,0.37,110.631,1.601,1377,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Colina,2008,5,6,1.414511976,57.47292673,5,1,0,1,1,345,2.46,1,3.07,4.36,1,1,0,3.245542228,3.02544627,2.54,1.46,0.162361983,3.016127996,8.808059806,5.239649658,0.17,0.43,0.43,0.35,0.65,0.47,110.631,1.601,28349,1,20
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Collipulli,2008,4,6,3.569737714,60.36360193,4,1,0,1,1,345,2.17,1,3.07,4.36,1,1,0,2.259731782,3.02544627,1.83,1.17,0.395957735,15.8808267,26.78266526,4.974195917,0.2,0.4,0.4,0.37,0.63,0.47,110.631,1.601,10561,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,6,Coltauco,2008,2,6,46.61803714,53.38196286,2,0,0,1,1,345,1.99,1,3.07,4.36,1,1,0,2.239706094,3.02544627,0.01,0.99,0.100734114,0.967463643,5.291626269,5.265086207,0.47,0.47,0.47,0.47,0.68,0.07,110.631,1.601,7540,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,4,Combarbala,2008,8,6,2.218533052,25.67159674,8,5,0,1,1,345,5.83,1,3.07,4.36,1,1,0,2.419216045,3.02544627,2.17,4.83,0.178723007,0.437588074,9.548115899,4.995819494,0.19,0.74,0.74,0.25,0.86,0.15,110.631,1.601,6626,1,62.5
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Concepcion,2008,3,6,7.636348477,63.45975466,3,0,0,1,1,345,2.03,1,3.07,4.36,1,1,0,2.448244087,3.02544627,0.97,1.03,0.160715287,2.237793956,8.747886606,6.38976696,0.24,0.37,0.37,0.36,0.6,0.45,110.631,1.601,95949,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Conchali,2008,3,6,15.06346305,43.33093006,3,0,0,1,1,345,2.61,1,3.07,4.36,1,1,0,3.505003147,3.02544627,0.39,1.61,0.183818241,2.736837366,10.10594305,4.782003991,0.38,0.57,0.57,0.43,0.75,0.15,110.631,1.601,59641,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,5,Concon,2008,4,6,2.158135982,41.88311688,4,1,0,1,1,345,2.79,1,3.07,4.36,1,1,0,2.036911341,3.02544627,1.21,1.79,0.103742622,1.422241502,5.427974948,4.998529534,0.29,0.58,0.58,0.42,0.76,0.23,110.631,1.601,15708,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,7,Constitucion,2008,7,6,3.450912427,29.71760628,7,3,1,1,1,345,4.66,1,3.07,4.36,1,1,0,3.253291632,3.02544627,2.34,3.66,0.099612147,1.265163516,5.231397065,5.000306196,0.2,0.7,0.7,0.3,0.84,0.18,110.631,1.601,19618,1,42.85714286
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Contulmo,2008,2,6,38.52483999,61.47516001,2,0,0,1,1,345,1.9,1,3.07,4.36,1,1,0,2.131488632,3.02544627,0.1,0.9,0.41625701,18.31106543,29.31520478,6.362694301,0.39,0.39,0.39,0.41,0.62,0.23,110.631,1.601,3281,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,3,Copiapo,2008,4,6,2.996773705,37.70651538,4,1,0,1,1,345,3.03,1,3.07,4.36,1,1,0,2.363800561,3.02544627,0.97,2.03,0.312295618,2.834434624,17.59031292,4.900543061,0.31,0.62,0.62,0.41,0.79,0.17,110.631,1.601,46183,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,4,Coquimbo,2008,6,6,1.474405742,55.19435348,6,2,0,1,1,345,2.4,1,3.07,4.36,1,1,0,0.923006041,3.02544627,3.6,1.4,0.152054679,1.004686082,8.024414877,4.996300807,0.15,0.45,0.45,0.37,0.67,0.46,110.631,1.601,58939,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,8,Coronel,2008,3,6,17.48776509,42.13577613,3,0,0,1,1,345,2.69,1,3.07,4.36,1,1,0,3.655753083,3.02544627,0.31,1.69,0.210200959,3.073444435,11.8310368,4.813376835,0.39,0.58,0.58,0.43,0.76,0.13,110.631,1.601,39845,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,14,Corral,2008,4,6,0.589147287,55.31782946,4,1,0,1,1,345,2.17,1,3.07,4.36,1,1,0,2.255362912,3.02544627,1.83,1.17,0.431500337,11.45890536,30.74311581,5.047606994,0.22,0.45,0.45,0.41,0.67,0.4,110.631,1.601,3225,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,11,Coyhaique,2008,4,6,3.90656464,37.72150624,4,1,0,1,1,345,3.18,1,3.07,4.36,1,1,0,2.785339996,3.02544627,0.82,2.18,0.387282307,8.07537819,25.6010239,5.010716437,0.31,0.62,0.62,0.39,0.79,0.17,110.631,1.601,19864,1,25
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Cunco,2008,4,6,3.181456653,44.97216225,4,0,0,1,1,345,2.9,1,3.07,4.36,1,1,0,3.189081547,3.02544627,1.1,1.9,0.432887594,19.57974656,31.02818669,5.537552551,0.28,0.55,0.55,0.38,0.74,0.27,110.631,1.601,8801,1,0
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,9,Curacautin,2008,3,6,17.57302303,45.47613393,3,1,1,1,1,345,2.67,1,3.07,4.36,1,1,0,1.965803276,3.02544627,0.33,1.67,0.242461618,6.116676488,14.00103371,5.004670615,0.36,0.55,0.55,0.41,0.74,0.18,110.631,1.601,8422,1,33.33333333
Alcaldes,Alcaldes 2004-2021,Alcaldes - 2008,13,Curacavi,2008,4,6,1.404688039,50.56015167,4,1,0,1,1,345,2.69,1,3.07,4.36,1,1,0,2.133501475,3.02544627,1.31,1.69,0.134735003,1.51041238,7.194818748,5.021705491,0.25,0.49,0.49,0.37,0.7,0.34,110.631,1.601,11604,1,25
